id,place_id,name,address,lat,lng,image,phone,url,user_id,created_at,updated_at
11,ChIJx4pGcv2LGGARjsdpAtsSHJw,ぺしゃわーる,"〒103-0027 東京都中央区日本橋３丁目１−４ 日本橋さくらビル B1",35.680947,139.771817,https://maps.googleapis.com/maps/api/place/js/PhotoService.GetPhoto?1sATtYBwILdml3exAiUcz-6Z85_wrWWErK5PRTZVq3P4a_Z6k5CmJBIAqnkvv9oq5SGD9kbnzf3JUr36Z2ZzrIDy3fEcd2tWVs5urKCLF2aHjcxSVT0c5Uo3TdgopiTPk_VcOPrI3YTce6kk7XCre0nTXuUZV37wZsq4o2XejJH99ox54l9Fva&3u320&5m1&2e1&callback=none&key=AIzaSyAlZfe8CRbb9p5j7WtpuvRKVChwiKZlcmw&token=93959,03-3242-1212,https://tabelog.com/tokyo/A1302/A130202/13011213/,1,"2021-01-23 08:55:58","2021-01-23 08:55:58"
12,ChIJGeYlX_mLGGARL9n6En88N2k,"Salt Water Table 大丸東京店","〒100-6701 東京都千代田区丸の内１丁目９−１ 大丸東京店 ６階",35.681416,139.769223,https://maps.googleapis.com/maps/api/place/js/PhotoService.GetPhoto?1sATtYBwJn9Q9bQJsmMnsBGLgc8rh1d_ZOkNcYlQaocLdtUhQAJyMJj6TJho75fQsy7iwJwCsIhGRnEQvFdaor5JiszNPjRX-0nEDya0ce0I7TC1jR-sS_aYOW0W5n3TLiqMLFjJlqNbck0eiFZwgxSh8e1bzti6ZczYncJe7Gl5ngnb4szi7j&3u320&5m1&2e1&callback=none&key=AIzaSyAlZfe8CRbb9p5j7WtpuvRKVChwiKZlcmw&token=89540,03-6895-2875,https://www.j-frontfoods.co.jp/,1,"2021-01-23 08:56:00","2021-01-23 08:56:00"
13,ChIJe2t50eKLGGAR7kG7FGIuJqA,"エクセルシオール カフェ 京橋一丁目店","〒104-0031 東京都中央区京橋１丁目３−５ 三井ガーデンホテル京橋 １Ｆ",35.678384,139.770839,https://maps.googleapis.com/maps/api/place/js/PhotoService.GetPhoto?1sATtYBwJcOZTRcPD-uUXbpEa92AJbcR-w1Ndez3p8XOlULHiT9REcjIrvYYIciXWnG82mBNs9-jk8U3cCfaFHVcCc9_k7l7C3y6-EkRGAWTMb8J8oktvKsJJIm8I2DyMNyp3ZJ4PbojsfPISuw4gdaS11L81CPuQI4CBoCnJ9J7pQacsDVPrV&3u320&5m1&2e1&callback=none&key=AIzaSyAlZfe8CRbb9p5j7WtpuvRKVChwiKZlcmw&token=4723,03-3241-6913,https://www.doutor.co.jp/excelsiorcaffe/,1,"2021-01-23 08:56:02","2021-01-23 08:56:02"
14,ChIJh_9SJuOLGGARF4RMB_BK-Cw,LAVAROCK,"〒104-0031 東京都中央区京橋２丁目１−３",35.677591,139.770276,https://maps.googleapis.com/maps/api/place/js/PhotoService.GetPhoto?1sATtYBwIrnZ6WiarvKG2PLs2YYMV82QcgPtWQHIe_88xbRSnMLSZuVvyR2WboyaEtd_0AMdvU4QA88I2akA775TAbx7w6DndeGbAjIeiaC-hcqXU9dd6EY18D15EaaCZbkuAlWF4HQHXFrP40tyn_FoPzg-neJcdwDgMNXneEbRPHM4UNo9sC&3u320&5m1&2e1&callback=none&key=AIzaSyAlZfe8CRbb9p5j7WtpuvRKVChwiKZlcmw&token=3932,03-3516-9333,http://cytokyo.com/restaurant/index.html,1,"2021-01-23 08:56:03","2021-01-23 08:56:03"
15,ChIJd8vf__mLGGARrpXsrJ1aDFI,"GARB Tokyo（ガーブ東京）","〒100-0005 東京都千代田区丸の内２丁目２−３ 丸の内仲通りビル 1F",35.680481,139.762814,https://maps.googleapis.com/maps/api/place/js/PhotoService.GetPhoto?1sATtYBwJ1HnpeR0zezYzSr6lk9qyO82kWA9NF0MEeuv4OEuhXQXnwPUT2_eWyL8Y3nDVP40drerUx_mlfjHQFt46jP1cNF-5qVJPIqLn81vcFTYAp2LPqSzdL8y16UFXdLqSqgZ-0PyUxBEu4TbF8sZXOut5HylaUKYTl1NEXzOj1HS1U2UY2&3u320&5m1&2e1&callback=none&key=AIzaSyAlZfe8CRbb9p5j7WtpuvRKVChwiKZlcmw&token=30124,03-5220-0440,https://garb.jp/,1,"2021-01-23 08:56:04","2021-01-23 08:56:04"
16,ChIJ2TZSCfmLGGAR26O97vWyYcE,"丸善 丸の内本店","〒100-8203 東京都千代田区丸の内１丁目６−４ 丸の内オアゾ 1階～4階",35.683516,139.766668,https://maps.googleapis.com/maps/api/place/js/PhotoService.GetPhoto?1sATtYBwL-Tv0L55a8ky_5du7x5MMT3Cw4p25_zFDsPA1bAPuIl1Exflvcr8e9way5jQtnpJftWsD8s-m69Vt5p3uLR03aGiZqP0Xg2hTAi0_cwr5y5GAdHbbkysWDAK7B0FQh2EZIwA3XW5nEhmUmM58U3iTzh-oZisElHQhXvbdl9I_X4LdY&3u320&5m1&2e1&callback=none&key=AIzaSyAlZfe8CRbb9p5j7WtpuvRKVChwiKZlcmw&token=64035,03-5288-8881,https://honto.jp/store/detail.html?shcd=72000&shgcd=HB310&extSiteId=maruzen,1,"2021-01-23 08:56:07","2021-01-23 08:56:07"
17,ChIJnWEB-PyLGGARDY-LR-sLMj8,ホテルハイマート,"〒103-0028 東京都中央区八重洲１丁目９−１",35.680533,139.769703,https://maps.googleapis.com/maps/api/place/js/PhotoService.GetPhoto?1sATtYBwKybADZI1Lse2z2O4FkNvPTgzd0gonEI0lY9PVAkNu6vGlRo7s1ZyiuA_D9zTVuNXVajuMnZ2QzDoXUnS6y-KGskQmsxeaBjzOCcZgTMSMUW09qTGGvnrMtCc9V0VZxNszDhWksSKNO8tUYPdmp9-Jd83uUik3UShH0FCu1xa-g-h86&3u320&5m1&2e1&callback=none&key=AIzaSyAlZfe8CRbb9p5j7WtpuvRKVChwiKZlcmw&token=46061,03-3273-9411,http://www.hotel-heimat.com/,1,"2021-01-23 08:56:08","2021-01-23 08:56:08"
18,ChIJH8vQ7fmLGGARgn61xUcws9I,CITA・CITA,"〒100-0005 東京都千代田区丸の内２丁目４−１ 丸の内ビルディング ５F",35.680681,139.764078,https://maps.googleapis.com/maps/api/place/js/PhotoService.GetPhoto?1sATtYBwKueHLWX1p2vgLF1JFlStAC112GyZveQOpXhjRqgYQxlo0fHQiMsguYWLrjMDBgj2Owd3x6JO5DA6C7z7hU7AcLVVLY6P5V9jB03QiQwzbIiNjNDjIGYERqCPBcUbw9mAtEv5bhaOT_Lq1vf5flKaRU9Oa3t9ziyvYP57S5M-Q9R0ri&3u320&5m1&2e1&callback=none&key=AIzaSyAlZfe8CRbb9p5j7WtpuvRKVChwiKZlcmw&token=52514,03-5220-2011,https://s.tabelog.com/tokyo/A1302/A130201/13010702/,1,"2021-01-23 08:56:10","2021-01-23 08:56:10"
19,ChIJCwv5vP6LGGARF_H3bkyjkpI,"スターバックスコーヒー ＪＲ東京駅日本橋口店","〒100-0005 東京都千代田区丸の内１丁目９−１ 丸の内中央ビル ２Ｆ",35.683223,139.768667,https://maps.googleapis.com/maps/api/place/js/PhotoService.GetPhoto?1sATtYBwIbpNlRCMHxk8j53c5aDcw-GzjX6uD2Ql3PpvueGC1nreDUEVOEdZhX6OPF-CJOT04nlrWoCUBToedzw0PwA8dPZEFZaa4wrtOh-sBhR1un9P0CwAq1BdefAWiJB83ICbZ3_uPgPRuds_RftAJlDDN5cGAJedmIKJfcpRZb8X0w-NEU&3u320&5m1&2e1&callback=none&key=AIzaSyAlZfe8CRbb9p5j7WtpuvRKVChwiKZlcmw&token=50307,03-5219-6066,http://www.starbucks.co.jp/store/search/detail.php?id=460,1,"2021-01-23 08:56:11","2021-01-23 08:56:11"
20,ChIJBbzatvmLGGARaid6ClriOSM,"スターバックスコーヒー 新丸ビル店","〒100-0005 東京都千代田区丸の内１丁目５−１ 新丸の内ビル",35.682621,139.764244,https://maps.googleapis.com/maps/api/place/js/PhotoService.GetPhoto?1sATtYBwJRxl-ZCSt6fM9SVaVl4UJ3gwQRUwd_F0Ll2fdPvX04m3pwEb9nVIoExerWWhrrkjXQ9nJXwgYEy6TnDD1wchw71tzr4lYgNjmzWHee8wIt4Y7an-H8NF2qYs4PwLcK_rdtUxMr-9Gb8AkPlbJKUbJT7DaOs3sMKjdpL1t4ydaTcR23&3u320&5m1&2e1&callback=none&key=AIzaSyAlZfe8CRbb9p5j7WtpuvRKVChwiKZlcmw&token=62024,03-5224-8688,http://www.starbucks.co.jp/store/search/detail.php?id=743,1,"2021-01-23 08:56:13","2021-01-23 08:56:13"
